DATE,Ward Code,Areas,Latitude,Longitude,Rainfall_mm,Nearest Station,Discharge_m3s,Elevation,Land Use Classes,Population,Flood-risk_level,Flood_occured,Monitoring_required,Road Density_m,Runoff equivalent,Soil Wetness Index,Rainfall_Intensity_mm_hr,Rainfall Days Count,Longest rainfall _days,Distance_to_water_m,Soil Type,Built_up%,True_nearest_distance_m,Drainage_line_id,Drainage_properties,true_conditions_count
11-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,1.8125,6,"commercial, mixed_use",185000,Moderate,Yes,Yes,4.3,0.683136,0.45972013,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
12-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,1.75,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,1.980957,0.46259874,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
13-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,2.078125,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,2.6338425,0.46819454,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
14-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,2.515625,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,1.9941864,0.4716934,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
15-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,2.546875,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,1.4689941,0.47020757,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
16-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,2.328125,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,1.5993347,0.4691282,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
17-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,2.359375,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,1.6002502,0.46934217,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
18-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,2.265625,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,1.1470947,0.47198337,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
19-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,2.140625,6,"commercial, mixed_use",185000,Moderate,Yes,Yes,4.3,0.4657898,0.47192836,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
20-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,1.859375,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,1.0796127,0.47544742,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
21-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,1.875,6,"commercial, mixed_use",185000,Moderate,Yes,Yes,4.3,0.39848328,0.47550702,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
22-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,1.6875,6,"commercial, mixed_use",185000,Moderate,Yes,Yes,4.3,0.3314972,0.4754058,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",1
23-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,1.578125,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,2.2886353,0.47940812,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
24-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,84.2741,Arabian Sea ,2.171875,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,7.542053,0.51282394,3.511421,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
25-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,4.6875,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,8.18396,0.552077,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",2
26-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,83.7106,Arabian Sea ,5.96875,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,9.49794,0.59603655,3.487942,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
27-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,6.8125,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,20.641403,0.68897265,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
28-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,83.7106,Arabian Sea ,12.0625,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,31.401154,0.7981867,3.487942,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",4
29-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,167.4212,Arabian Sea ,18.25,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,19.679596,0.85320425,6.975883,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",4
30-06-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,41.8553,Arabian Sea ,14.375,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,26.477318,0.8857548,1.743971,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
01-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,102.62027,Arabian Sea ,16.92188,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,18.692734,0.90533394,4.275845,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",4
02-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,13.59375,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,11.242294,0.9142463,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
03-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,9.828125,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,9.86171,0.9173895,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
04-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,102.62027,Arabian Sea ,8.078125,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,10.313812,0.92215896,4.275845,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",4
05-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,102.62027,Arabian Sea ,7.78125,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,14.380455,0.9285846,4.275845,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",4
06-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,9.671875,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,42.85829,0.934923,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
07-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,120.61743,Arabian Sea ,22.79688,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,30.479462,0.93885213,5.025726,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",4
08-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,20.51563,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,8.976898,0.9327205,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
09-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,10.67188,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,5.435501,0.9223367,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
10-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,6.578125,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,4.24704,0.9149391,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
11-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,4.875,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,3.780136,0.9091319,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
12-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,53.67487,Arabian Sea ,4.09375,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,5.717499,0.90665853,2.236453,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
13-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,4.40625,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,9.67926,0.9104461,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
14-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,107.34974,Arabian Sea ,6.0625,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,10.02803,0.9146956,4.472906,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",4
15-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,7.015625,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,4.85376,0.9103983,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
16-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,5.21875,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,6.3651733,0.9091949,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
17-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,5.203125,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,13.980789,0.91959107,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
18-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,8.15625,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,20.947952,0.92882276,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
19-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,339.2673,Arabian Sea ,12.34375,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,21.168274,0.93438166,14.13614,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",4
20-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,13.45313,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,11.894379,0.9374856,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
21-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,10.09375,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,27.812256,0.9383783,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
22-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,104.92456,Arabian Sea ,15.73438,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,21.77536,0.94135433,4.371857,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",4
23-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,14.84375,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,27.23027,0.9427717,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
24-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,16.3125,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,17.796722,0.942672,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
25-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,157.38686,Arabian Sea ,13.29688,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,22.756454,0.9434402,6.557786,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",4
26-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,143.63202,Arabian Sea ,14.17188,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,40.63336,0.94483864,5.984668,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",4
27-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,215.44803,Arabian Sea ,22.57813,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,23.195648,0.9451106,8.977001,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",4
28-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,17.15625,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,17.278091,0.9454137,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
29-07-2023 00:00,Ward A,Colaba Causeway,18.9151,72.8141,0,Arabian Sea ,13.40625,6,"commercial, mixed_use",185000,High,Yes,Yes,4.3,10.227524,0.9407342,0,28,5,9,Urban,90,3921.69,9,"{'id': 'way/55785229', '@id': 'way/55785229', 'covered': None, 'designation': None, 'intermittent': None, 'layer': None, 'lock': 'yes', 'name': None, 'seasonal': None, 'source': None, 'tunnel': None, 'waterway': 'canal', 'width': None}",3
